Wärmebrücke,Zusatzinfo Wärmebrücke,Bezeichnung,Psi-Wert,mit Referenzbauteil,ebz,W&P,VHAG,Datum,Nr.,BV,Name,Farbe,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW4-160mm035-Haustür1,0-BP30(19)-140mm042US+100mm038FS_Pflasterung-Ohne Foamglas mit SD mit Perimeterd._neues Sockelprofil",0.0378,,,,X,26.02.2024,2645,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW4-160mm035-Haustür1,0-BP35(19)-060mm035US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.1055,,,,X,09.03.2022,2402,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW4-160mm035-Haustür1,0-BP40(19)-060mm035US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.1163,,,,X,22.12.2021,2354,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW4-160mm035-Haustür1,1-BP16(19)-060mm035US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.0221,,,,X,25.10.2019,1877,,,light cyan,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW4-160mm035-Haustür1,1-BP16(19)-100mm036US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.0502,,,,X,27.09.2021,2291,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW4-160mm035-Haustür1,1-BP30(19)-140mm039US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.1207,,,,X,24.09.2021,2289,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW4-160mm035-Haustür1,5-BP16(19)-060mm035US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",-0.0786,,,,X,04.04.2019,1753,,,light orange 3,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW4-0,55-160mm035-Haustür0,71_BP16(19)-060mm035US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.1419,,,,X,14.12.2021,2351,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP16(19)-060mm035US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.0663,,,,X,14.06.2021,2200,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP16(19)-060mm035US+FS_Pflasterung-Ohne Foamglas mit SD mit Perimeterd._neues Sockelprofil",0.0073,,,,X,09.03.2021,2129,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP16(19)-140mm036US+FS_Pflasterung-Ohne Foamglas mit SD mit Perimeterd._neues Sockelprofil",0.0314,,,,X,18.02.2022,2389,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP16(19)-200mm037US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.1463,,,,X,17.03.2021,2137,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP18(19)-060mm035US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.0721,,,,X,20.12.2018,1661,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP18(19)-120mm036US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.1147,,,,X,20.04.2021,2159,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP18(19)-140mm036US+FS_Pflasterung-Ohne Foamglas mit SD mit Perimeterd._neues Sockelprofil",0.0349,,,,X,16.11.2022,2510,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP20(19)-060mm035US+FS_Pflasterung-Ohne Foamglas mit SD mit Perimeterd._neues Sockelprofil",0.0108,,,,X,08.06.2021,2194,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP20(19)-060mm035US_Pflaster.-Ohne Foamglas + SD mit Perimeterd._neues Sockelprofil_Streifenfundament(30cm)",0.0639,,,,X,16.11.2021,2333,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP20(19)-140mm041US+FS_Pflasterung-Ohne Foamglas mit SD mit Perimeterd._neues Sockelprofil",0.0318,,,,X,27.03.2023,2555,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP20(19)-200mm039US+FS_Pflasterung-Ohne Foamglas mit SD mit Perimeterd._neues Sockelprofil",0.0507,,,,X,21.04.2021,2161,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP25(19)-200mm037US+FS_Pflasterung-Ohne Foamglas mit SD mit Perimeterd._neues Sockelprofil",0.0592,,,,X,08.10.2020,2043,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP25(19)-200mm041US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.1751,,,,X,01.02.2022,2375,,,,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW44-V-15PPW6-160mm035-Haustür1,0-BP30(19)-060mm035US+FS_Pflasterung-Ohne Foamglas und SD mit Perimeterd._neues Sockelprofil",0.1042,,,,X,26.10.2018,1620,,,light yellow,,
"Fußpunkt Haustür  ( + Zuschlag GEG + 0,08 )","ohne Keller ( + Zuschlag GEG + 0,08 )","AW59-P-15PPW4-160mm035-24PPW4-Haustür1,0-BP16(19)-60mm035US + Frostschürze_ohne SD_Pflasterung_neues Sockelprofil",-0.0005,,,,X,19.12.2018,1658,86588,Landgraf,,,
,,"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,,,,,,,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15KS(1,8)-160mm032-Tür1,0_Leibungsstreifen 023",0.0325,,,,X,09.08.2019,1820,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15KS(2,0)-160mm032-Tür1,0_Leibungsstreifen WLS 035",0.0294,,,,X,15.02.2024,2636,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm032-Tür0,8_Leibungsstreifen 023",0.0183,,,,X,17.10.2016,923,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm032-Tür1,0_Leibungsstreifen 023",0.0204,,,,X,21.04.2015,658,,,light cornflower blue 1,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm032-Tür1,0_Leibungsstreifen 023_AWKG30stb-200mm037-15cm PPW6_und Übergang Fassaden",0.0373,,,,X,13.12.2017,1404,85357,Sommer,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm032-Tür1,0_Leibungsstreifen WLS 035",0.0159,,,,X,29.06.2022,2445,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm032-Tür1,1_Leibungsstreifen023",0.0149,,,,X,19.04.2016,643,,,light magenta 3,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm035-Tür0,9_Leibungsstreifen 023",0.0214,,,,X,28.06.2017,1271,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm035-Tür1,0_Leibungsstreifen 023",0.0202,,,,X,16.05.2017,1193,,,light cornflower blue 1,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm035-Tür1,0_Leibungsstreifen WLS 035",0.0155,,,,X,29.06.2022,2445,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW2-160mm035-Tür1,1_Leibungsstreifen 023",0.0146,,,,X,22.06.2016,782,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW4-160mm032-Tür1,0_Leibungsstreifen 023",0.0212,,,,X,25.07.2019,1813,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW6-160mm032-Tür0,8_Leibungsstreifen 023",0.0226,,,,X,17.10.2016,923,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW6-160mm032-Tür1,0_Leibungsstreifen 023",0.0247,,,,X,21.04.2015,658,,,light cornflower blue 1,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW6-160mm032-Tür1,0_Leibungsstreifen WLS 035",0.0203,,,,X,29.06.2022,2445,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW6-160mm032-Tür1,1_Leibungsstreifen023",0.0192,,,,X,24.08.2016,840,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW6-160mm035-Tür1,0_Leibungsstreifen023",0.0238,,,,X,01.11.2017,1349,,,light cornflower blue 1,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW6-160mm035-Tür1,0_Leibungsstreifen WLS 035",0.0199,,,,X,29.06.2022,2445,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-P-15PPW6-160mm035-Tür1,1_Leibungsstreifen 023",0.0190,,,,X,30.09.2016,910,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15KS(2,0)-160mm032-Tür1,0_Leibungsstreifen 023",0.0384,,,,X,27.10.2020,2051,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15KS(2,0)-160mm035-Tür1,1_Leibungsstreifen 023",0.0421,,,,X,12.02.2019,1701,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm032-Tür0,8_Leibungsstreifen 023",0.0263,,,,X,02.11.2016,935,,,light cornflower blue,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm032-Tür0,9_Leibungsstreifen 023",0.0301,,,,X,21.04.2015,658,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm032-Tür1,0_Leibungsstreifen 023",0.0293,,,,X,09.06.2016,760,,,light cornflower blue 1,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm032-Tür1,0_Leibungsstreifen 023_stark belüftet",0.0282,,,,X,14.01.2020,1922,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm032-Tür1,0_Leibungsstreifen WLS 035",0.0261,,,,X,29.06.2022,2445,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm032-Tür1,0_Leibungsstreifen 035_altes Detail",0.0357,,,,X,21.02.2019,1710,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm032-Tür1,1_Leibungsstreifen 023",0.0241,,,,X,20.04.2016,651,,,light cornflower blue,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm035-Tür0,5_Leibungsstreifen 023",0.0371,,,,X,14.08.2017,1306,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm035-Tür1,0_Leibungsstreifen 023",0.0290,,,,X,05.05.2017,1175,,,light cornflower blue 1,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm035-Tür1,0_Leibungsstreifen 023_stark belüftet",0.0279,,,,X,03.12.2019,1906,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm035-Tür1,0_Leibungsstreifen WLS 035",0.0256,,,,X,29.06.2022,2445,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW2-160mm035-Tür1,1_Leibungsstreifen 023",0.0238,,,,X,08.07.2016,810,,,light orange 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW4-160mm035-Tür1,0_Leibungsstreifen 023",0.0303,,,,X,29.08.2018,1558,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW4-0,55-160mm032_Tür0,71_Leibungsstreifen 023",0.0236,,,,X,14.12.2021,2351,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW6-160mm032-Tür0,8_Leibungsstreifen 023",0.0323,,,,X,22.08.2017,1316,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW6-160mm032-Tür0,9_Leibungsstreifen 023",0.0361,,,,X,21.09.2016,888,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW6-160mm032-Tür1,0_Leibungsstreifen 023",0.0354,,,,X,12.05.2017,1187,,,light cornflower blue 1,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW6-160mm032-Tür1,0_Leibungsstreifen WLS 035",0.0329,,,,X,29.06.2022,2445,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW6-160mm032-Tür1,1_Leibungsstreifen 023",0.0303,,,,X,20.04.2016,651,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW6-160mm035_Tür1,0_Leibungsstreifen 023",0.0352,,,,X,16.06.2017,1251,,,light cornflower blue 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW6-160mm035-Tür1,0_Leibungsstreifen WLS 035",0.0324,,,,X,29.06.2022,2445,,,light red 2,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW44-V-15PPW6-160mm035-Tür1,1_Leibungsstreifen 023",0.0301,,,,X,19.04.2016,645,,,,,
"Leibung Haustür  ( + Zuschlag GEG + 0,03 )",,"Haustür-AW59-P-15PPW2-160mm035-24PPW4-Tür1,0_Leibungsstreifen 023",0.0252,,,,X,19.12.2018,1658,86588,Landgraf,,,
,,"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",,,,,,,,,,,,
,,mit Drempel im DG,,,,,,,,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür0,8_Stb.-D18(14)_Drempel-240mm032",0.0336,,,,X,17.10.2016,923,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm032",0.0374,,,,X,21.04.216,658,,,light grey 1,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm032_Pfettendach",0.0491,,,,X,22.05.2019,1782,86925,Hilbig,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm032_Leibungsstreifen WLS 035",0.0492,,,,X,29.06.2022,2445,,,light red 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm035",0.0377,,,,X,08.06.2017,1235,,,light cornflower blue 1,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-280mm032",0.0408,,,,X,22.06.2017,1261,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-280mm032_Pfettendach",0.0538,,,,X,23.05.2019,1785,86925,Hilbig,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D20(14)_Drempel-240mm032_11 cm Geschosserhöhung",0.0572,,,,X,01.06.2017,1225,,,light cornflower blue 1,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D20(14)_Drempel-240mm032_Dach-280mm032",0.0201,,,,X,17.05.2017,1201,,,light cornflower blue 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D20(14)_Drempel-240mm035_11 cm Geschosserhöhung",0.0186,,,,X,13.12.2017,1406,,,light cornflower blue 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D24(14)_Drempel-240mm032",0.0556,,,,X,18.03.2020,1955,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D24(14)_Drempel-240mm035_13cm Geschosserhöhung_Pfettendach",0.0286,,,,X,11.10.2021,2299,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,AW44-P-15PPW2-160mm032_Haustür1.0_Stb.-D24(14)_Drempel-280mm032_Leibungsstreifen WLS 035,0.0575,,,,X,15.06.2023,2567,,,light red 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,0_Stb.-D24(14)_Drempel-280mm032",0.0363,,,,X,21.06.2017,1255,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,1_Stb.-D18(14)_Drempel-240mm032",0.0318,,,,X,20.05.2016,708,,,light blue,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,1_Stb.-D18(14)_Drempel-240mm032_13 cm Geschosserhöhung",0.0513,,,,X,07.07.2017,1280,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,1_Stb.-D18(14)_Drempel-240mm032_Dach-240mm032",-0.0246,,,,X,08.06.2016,757,84664,Dukart,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,1_Stb.-D18(14)_Drempel-240mm035",0.0323,,,,X,19.04.2016,643,84359,Stephan,light yellow,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,1_Stb.-D18(14)_Drempel-240mm035_Dach-240mm035_mit Dachschräge",-0.0175,,,,X,23.05.2016,715,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,1_Stb.-D18(14)_Drempel-280mm032",0.0352,,,,X,25.05.2016,727,5016013,Hewelt,light green,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,1_Stb.-D20(14)_Drempel-240mm032",0.0326,,,,X,17.11.2016,955,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm032_Haustür1,1_Stb.-D20(14)_Drempel-280mm032",0.0360,,,,X,08.06.2016,755,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,0_Stb.-D18(14)_Drempel-240mm032",0.0368,,,,X,31.01.2018,1436,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,0_Stb.-D18(14)_Drempel-240mm035",0.0379,,,,X,17.05.2017,1197,,,light grey 1,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,0_Stb.-D18(14)_Drempel-240mm035_Leibungsstreifen WLS 035",0.0522,,,,X,29.06.2022,2445,,,light red 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,0_Stb.-D20(14)_Drempel-240mm032_11 cm Geschosserhöhung",0.0412,,,,X,09.02.2018,1445,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,0_Stb.-D20(14)_Drempel-240mm035",0.0247,,,,x,22.11.2017,1383,,,light cornflower blue,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,AW44-P-15PPW2-160mm035_Haustür1.0_Stb.-D24(14)_Drempel-240mm035+40mm032_Leibungsstreifen WLS 035_Pfettendach,0.0423,,,,X,20.06.2023,2569,,,light red 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,1_Stb.-D18(14)_Drempel-240mm032",0.0319,,,,X,07.07.2016,803,84819,Geißler,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,1_Stb.-D18(14)_Drempel-240mm035",0.0324,,,,X,14.04.2016,642,,                                                                                                                                     ,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,1_Stb.-D18(14)_Drempel-240mm035_Dach-240mm035_mit Dachschräge",-0.0170,,,,X,23.05.2016,715,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,1_Stb.-D18(14)_Drempel-240mm035_Dach-240mm035_Treppenöffnung",-0.0044,,,,X,22.06.2016,782,84664,Dukart,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,1_Stb.-D18(14)_Drempel-240mm035_Pfettendach",0.1050,,,,X,08.07.2016,813,84767,Schöne,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,1_Stb.-D18(14)_Drempel-240mm035_Pfettendach",0.0805,,x,,x,13.07.2016,813,84767,Schöne,light magenta 3,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW2-160mm035_Haustür1,1_Stb.-D18(14)_Drempel-280mm035",0.0345,,,,X,16.06.2016,770,,M 411,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW4-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm032",0.0446,,,,X,25.07.2019,1813,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW6-160mm032_Haustür1,0_Stb.-D24(14)_Drempel-240mm032_Leibungsstreifen WLS 035_Pfettendach",0.0423,,,,X,09.01.2023,2522,,,light red 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-P-15PPW6-160mm032_Haustür1,0_Stb.-D24(14)_Drempel-280mm032",0.0513,,,,X,20.01.2022,2370,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-V-15PPW2-160mm032_Haustür0,9_Stb.-D18(14)_Drempel-240mm032",0.0382,,,,X,21.09.2016,888,,,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-V-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm032",0.0456,,,,X,09.06.2016,760,,,light cornflower blue 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-V-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm032_Leibungsstreifen WLS 035",0.0404,,,,X,29.06.2022,2445,,,light red 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-V-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm035",0.0377,,,,X,12.05.2017,1187,,,light cornflower blue 2,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-V-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm035",0.0531,,,,X,23.09.2018,1592,,V1 UrbanStyle,,,
"Sturz Haustür   ( + Zuschlag GEG + 0,02 )",mit Drempel im DG,"AW44-V-15PPW2-160mm032_Haustür1,0_Stb.-D18(14)_Drempel-240mm035_13cm Geschosserhöhung",0.0334,,,,X,09.11.2017,1353,,,light cornflower blue 2,,
